Select Document Type,Vybrat typ dokumentu
Select Dispatch Address ,Vybrat adresu odeslání 
Select Dimension,Vybrat dimenzi
Select Difference Account,Vybrat účet rozdílu
Select Default Supplier,Vybrat výchozího dodavatele
"Select Date of joining. It will have impact on the first salary calculation, Leave allocation on pro-rata bases.",Vyberte datum nástupu. Ovlivní výpočet první mzdy a poměrné přidělení dovolené.
Select Date of Birth. This will validate Employees age and prevent hiring of under-age staff.,Vyberte datum narození. Tím se ověří věk zaměstnance a zabrání se přijetí nezletilých osob.
Select Country,Vybrat zemi
Select Corrective Operation,Vybrat nápravnou operaci
Select Company Address,Vybrat adresu společnosti
Select Company,Vybrat společnost
Select Columns and Filters,Vybrat sloupce a filtry
Select Columns,Vybrat sloupce
Select Column,Vybrat sloupec
Select Child Table,Vybrat podřízenou tabulku
Select Brand...,Vybrat značku...
Select Batch No,Vybrat č. šarže
Select BOM and Qty for Production,Vybrat kusovník a množství pro výrobu
Select BOM,Vybrat kusovník
Select Attribute Values,Vybrat hodnoty atributů
Select Attachments,Vybrat přílohy
Select Alternative Items for Sales Order,Vybrat alternativní položky pro prodejní objednávku
Select Alternate Item,Vybrat alternativní položku
Select All,Vybrat vše
Select Accounting Dimension.,Vyberte účetní dimenzi.
See the document at {0},Zobrazit dokument na {0}
See previous responses,Zobrazit předchozí odpovědi
See on Website,Zobrazit na webu
See all open tickets,Zobrazit všechny otevřené tikety
See all Activity,Zobrazit veškerou aktivitu
See All Articles,Zobrazit všechny články
Security.txt will expire soon!,Platnost souboru Security.txt brzy vyprší!
Security.txt will be served only under HTTPS.,Soubor Security.txt bude dostupný pouze přes HTTPS.
Security Error: The Path provided is not safe.,Bezpečnostní chyba: Zadaná cesta není bezpečná.
Security Alert: Your password has been changed.,Bezpečnostní upozornění: Vaše heslo bylo změněno.
Security Alert: Your account is being impersonated,Bezpečnostní upozornění: Váš účet je zneužíván
Securities and Deposits,Cenné papíry a zálohy
Secured Loans,Zajištěné půjčky
Section must have at least one column,Sekce musí mít alespoň jeden sloupec
Section Title,Název sekce
Section Heading,Nadpis sekce
Seconds,Sekundy
Secondary Items (as per Manufacture Entries),Vedlejší položky (dle výrobních zápisů)
Searching ...,Hledání ...
Search...,Hledat...
Search users,Hledat uživatele
Search the docs (Press / to focus),Prohledat dokumentaci (stiskněte / pro zaostření)
Search results for,Výsledky vyhledávání pro
Search properties...,Hledat vlastnosti...
Search or type a command,Vyhledejte nebo zadejte příkaz
Search for {0},Hledat {0}
Search for icons...,Hledat ikony...
Search for countries...,Hledat země...
Search for anything,Hledat cokoliv
Search fieldtypes...,Hledat typy polí...
Search fields updated.,Vyhledávací pole byla aktualizována.
Search fields,Vyhledávací pole
Search field {0} is not valid,Pole vyhledávání {0} není platné
"Search by item code, serial number or barcode","Vyhledejte podle kódu položky, sériového čísla nebo čárového kódu"
Search by invoice id or customer name,Vyhledejte podle ID faktury nebo jména zákazníka
Search by filename or extension,Vyhledejte podle názvu souboru nebo přípony
"Search by customer name, phone, email.","Vyhledejte podle jména zákazníka, telefonu nebo e-mailu."
Search User,Hledat uživatele
Search Template,Šablona vyhledávání
Search Sub Assemblies,Hledat podsestavy
Search Results,Výsledky vyhledávání
Script to attach to all web pages.,"Skript, který bude připojen ke všem webovým stránkám."
Script Manager,Správce skriptů
Scrap date cannot be before purchase date,Datum vyřazení nemůže být před datem pořízení
Scrap Asset,Vyřadit majetek do odpadu
Scorecards,Scorecardy
"Scorecard variables can be used, as well as:\n{total_score} (the total score from that period),\n{period_number} (the number of periods to present day)\n","Lze použít proměnné scorecardu i:\n{total_score} (celkové skóre za dané období),\n{period_number} (počet období do dnešního dne)\n"
Scheduling...,Plánování...
Scheduler: Inactive,Plánovač: Neaktivní
Scheduler: Active,Plánovač: Aktivní
Scheduler is inactive. Cannot merge accounts.,Plánovač je neaktivní. Nelze sloučit účty.
Scheduler is inactive. Cannot enqueue job.,Plánovač je neaktivní. Nelze zařadit úlohu do fronty.
Scheduler is Inactive. Can't trigger jobs now.,Plánovač je neaktivní. Nelze nyní spouštět úlohy.
Scheduler is Inactive. Can't trigger job now.,Plánovač je neaktivní. Nelze nyní spustit úlohu.
Scheduler can not be re-enabled when maintenance mode is active.,"Plánovač nelze znovu aktivovat, pokud je aktivní režim údržby."
Scheduler Inactive,Plánovač je neaktivní
Scheduled to send,Naplánováno k odeslání
Scheduled execution for script {0} has updated,Naplánované spuštění skriptu {0} bylo aktualizováno
Schedule a task...,Naplánovat úkol...
Schedule Send At,Naplánovat odeslání na
Schedule Name,Název plánu
Scanned Quantity,Naskenované množství
Scan the QR Code and enter the resulting code displayed.,Naskenujte QR kód a zadejte zobrazený výsledný kód.
"Scan mode enabled, existing quantity will not be fetched.",Režim skenování je aktivní – stávající množství nebude načteno.
Scan barcode for item {0},Skenujte čárový kód pro položku {0}
Scan Serial No,Skenovat sériové číslo
Scan QRCode,Skenovat QR kód
Scan Job Card Qrcode,Skenovat QR kód karty úlohy
Scan Batch No,Skenovat č. šarže
Scan,Skenovat
Savings,Úspory
Saving...,Ukládání...
Saving this will export this document as well as the steps linked here as json.,Uložením dojde k exportu tohoto dokumentu i navázaných kroků jako JSON.
Saving Sidebar,Ukládání postranního panelu
Saving Customization...,Ukládání přizpůsobení...
Saving Changes...,Ukládání změn...
Saving,Ukládání
Saved Views,Uložená zobrazení
Saved View,Uložené zobrazení
Saved Filters,Uložené filtry
Saved,Uloženo
Save the document.,Uložte dokument.
Save filters,Uložit filtry
Save Report,Uložit přehled
Save Customizations,Uložit přizpůsobení
Save Changes,Uložit změny
Save As,Uložit jako
Save Anyway,Přesto uložit
Sample quantity {0} cannot be more than received quantity {1},Množství vzorku {0} nemůže být větší než přijaté množství {1}
Sample Retention Stock Entry,Skladový pohyb pro uchování vzorku
Same supplier has been entered multiple times,Stejný dodavatel byl zadán vícekrát
Same item cannot be entered multiple times.,Stejnou položku nelze zadat vícekrát.
Same item and warehouse combination already entered.,Stejná kombinace položky a skladu již byla zadána.
Same Field is entered more than once,Stejné pole je zadáno více než jednou
Same Company is entered more than once,Stejná společnost je zadána více než jednou
Salesperson,Prodejce
"Sales without complexity, lock-in and per-user costs. Try it for free!","Prodej bez zbytečné složitosti, závislosti na dodavateli a nákladů na uživatele. Vyzkoušejte zdarma!"
Sales trend,Trend prodeje
Sales orders are not available for production,Prodejní objednávky nejsou k dispozici pro výrobu
Sales and Returns,Prodej a vrácení
Sales Value,Hodnota prodeje
Sales Trend,Trend prodeje
Sales Summary,Souhrn prodeje
Sales Return,Prodejní vrácení
Sales Price List,Prodejní ceník
Sales Pipeline by Stage,Prodejní trychtýř podle fáze
Sales Pipeline,Prodejní trychtýř
Sales Person Target Variance Based On Item Group,Odchylka cíle prodejce podle skupiny položek
Sales Partner Target Variance based on Item Group,Odchylka cíle obchodního partnera podle skupiny položek
Sales Partner ,Obchodní partner 
Sales Orders Required,Prodejní objednávky jsou povinné
Sales Order {0} is not valid,Prodejní objednávka {0} není platná
Sales Order {0} is not submitted,Prodejní objednávka {0} není odeslaná
Sales Order {0} is not available for production,Prodejní objednávka {0} není k dispozici pro výrobu
"Sales Order {0} already exists against Customer's Purchase Order {1}. To allow multiple Sales Orders, Enable {2} in {3}","Prodejní objednávka {0} již existuje pro nákupní objednávku zákazníka {1}. Chcete-li povolit více prodejních objednávek, povolte {2} v {3}"
Sales Order required for Item {0},Pro položku {0} je požadována prodejní objednávka
Sales Opportunities by Source,Prodejní příležitosti podle zdroje
Sales Opportunities by Campaign,Prodejní příležitosti podle kampaně
Sales Master Manager,Správce prodejních kmenových dat
Sales Invoice {0} must be deleted before cancelling this Sales Order,Prodejní faktura {0} musí být smazána před zrušením této prodejní objednávky
Sales Invoice {0} has already been submitted,Prodejní faktura {0} již byla odeslána
Sales Invoice mode is activated in POS. Please create Sales Invoice instead.,V POS je aktivován režim prodejní faktury. Vytvořte prosím místo toho prodejní fakturu.
Sales Invoice isn't created by user {},Prodejní faktura nebyla vytvořena uživatelem {}
Sales Invoice is not submitted,Prodejní faktura není odeslaná
Sales Invoice is not created using POS,Prodejní faktura nebyla vytvořena přes POS
Sales Invoice is already consolidated,Prodejní faktura je již konsolidována
Sales Invoice does not have Payments,Prodejní faktura nemá žádné platby
Sales Hierarchy enabled,Prodejní hierarchie povolena
Sales Hierarchy disabled,Prodejní hierarchie zakázána
Sales Hierarchy,Prodejní hierarchie
Sales Expenses,Prodejní náklady
Sales Account,Prodejní účet
Sales & Purchase,Prodej a nákup
SWATCHES,VZORNÍKY
SUBJECT,PŘEDMĚT
STATEMENT OF ACCOUNTS,VÝPIS ÚČTŮ
SQL functions are not allowed as strings in SELECT: {0}. Use dict syntax like {{'COUNT': '*'}} instead.,"SQL funkce nejsou povoleny jako řetězce v SELECT: {0}. Použijte místo toho syntaxi slovníku, např. {{'COUNT': '*'}}."
"SQL Conditions. Example: {""status"" : ""open"", ""priority"" : ""medium""}","Podmínky SQL. Příklad: {""status"" : ""open"", ""priority"" : ""medium""}"
SO Total Qty,Celkové množství prod. obj.
SO Qty,Množství prod. obj.
SMTP Server is required,SMTP server je povinný
SMS was not sent. Please contact Administrator.,SMS nebyla odeslána. Kontaktujte prosím správce.
SMS sent successfully,SMS byla úspěšně odeslána
SLA will be applied on every {0},SLA bude použito pro každý/každou {0}
SLA will be applied if {1} is set as {2}{3},"SLA bude použito, pokud je {1} nastaveno jako {2}{3}"
SLA set as default cannot be disabled,SLA nastavené jako výchozí nelze zakázat
SLA is on hold since {0},SLA je pozastaveno od {0}
SLA Policy Updated,Zásada SLA byla aktualizována
SLA Policy Status Updated,Stav zásady SLA byl aktualizován
SLA Policy Name is required,Název zásady SLA je povinný
SLA Policy Duplicated,Zásada SLA byla duplikována
SLA Policy Deleted,Zásada SLA byla smazána
SLA Policy Created,Zásada SLA byla vytvořena
SLA Policies,Zásady SLA
S.O. No.,Č. prod. objednávky
Runtime in Seconds,Doba běhu v sekundách
Runtime in Minutes,Doba běhu v minutách
Run scheduled jobs only if checked,Spouštět naplánované úlohy pouze pokud je zaškrtnuto
Run parallel job cards in a workstation,Spouštět paralelní karty úloh na pracovní stanici
Rules with higher priority number will be applied first.,Pravidla s vyšším číslem priority budou použita jako první.
"Rules for how states are transitions, like next state and which role is allowed to change state etc.","Pravidla pro přechody stavů, jako je následující stav a která role smí stav změnit atd."
Rules for configuring series,Pravidla pro konfiguraci číselných řad
Rules defining transition of state in the workflow.,Pravidla definující přechody stavů v pracovním postupu.
"Rule for this doctype, role, permlevel and if-owner combination already exists.","Pravidlo pro tuto kombinaci DocType, role, úrovně oprávnění a podmínky vlastnictví již existuje."
Rows: {0} in {1} section are Invalid. Reference Name should point to a valid Payment Entry or Journal Entry.,Řádky: {0} v sekci {1} jsou neplatné. Referenční název musí odkazovat na platný platební příkaz nebo účetní zápis.
Rows: {0} have 'Payment Entry' as reference_type. This should not be set manually.,Řádky: {0} mají jako reference_type nastaveno 'Payment Entry'. Toto by nemělo být nastaveno ručně.
Rows with duplicate due dates in other rows were found: {0},Byly nalezeny řádky s duplicitními daty splatnosti v jiných řádcích: {0}
Rows with Same Account heads will be merged on Ledger,Řádky se stejným hlavním účtem budou sloučeny v účetní knize
Rows Removed in {0},Řádky odstraněné v {0}
Rows Added in {0},Řádky přidané v {0}
Row({0}): {1} is already discounted in {2},Řádek ({0}): {1} je již zvýhodněno v {2}
Row({0}): Outstanding Amount cannot be greater than actual Outstanding Amount {1} in {2},Řádek ({0}): Otevřená částka nemůže být větší než skutečná otevřená částka {1} v {2}
Row {idx}: Asset Naming Series is mandatory for the auto creation of assets for item {item_code}.,Řádek {idx}: Číselná řada majetku je povinná pro automatické vytváření majetku pro položku {item_code}.
"Row {1}: Quantity ({0}) cannot be a fraction. To allow this, disable '{2}' in UOM {3}.","Řádek {1}: Množství ({0}) nemůže být zlomkem. Chcete-li to povolit, zakažte '{2}' v MJ {3}."
Row {0}: {2} Item {1} does not exist in {2} {3},Řádek {0}: Položka {1} neexistuje v {2} {3}
Row {0}: {1} {2} is linked to company {3}. Please select a document belonging to company {4}.,Řádek {0}: {1} {2} je přiřazen ke společnosti {3}. Vyberte prosím dokument patřící společnosti {4}.
Row {0}: {1} {2} does not match with {3},Řádek {0}: {1} {2} neodpovídá {3}
Row {0}: {1} {2} cannot be same as {3} (Party Account) {4},Řádek {0}: {1} {2} nemůže být stejné jako {3} (účet protistrany) {4}
Row {0}: {1} must be greater than 0,Řádek {0}: {1} musí být větší než 0
Row {0}: {1} account already applied for Accounting Dimension {2},Řádek {0}: Účet {1} již byl použit pro účetní dimenzi {2}
Row {0}: user has not applied the rule {1} on the item {2},Řádek {0}: Uživatel nepoužil pravidlo {1} na položku {2}
Row {0}: Workstation or Workstation Type is mandatory for an operation {1},Řádek {0}: Pro operaci {1} je povinná pracovní stanice nebo typ pracovní stanice
Row {0}: Warehouse {1} is linked to company {2}. Please select a warehouse belonging to company {3}.,Řádek {0}: Sklad {1} je přiřazen ke společnosti {2}. Vyberte prosím sklad patřící společnosti {3}.
Row {0}: Warehouse is required,Řádek {0}: Sklad je povinný
Row {0}: Update Stock must be checked for item {1} because it is against Pick List {2}.,"Řádek {0}: U položky {1} musí být zaškrtnuto Aktualizovat sklad, protože se vztahuje k výdejce {2}."
Row {0}: UOM Conversion Factor is mandatory,Řádek {0}: Konverzní faktor MJ je povinný
Row {0}: Transferred quantity cannot be greater than the requested quantity.,Řádek {0}: Převedené množství nemůže být větší než požadované množství.
"Row {0}: To set {1} periodicity, difference between from and to date must be greater than or equal to {2}",Řádek {0}: Pro nastavení periodicity {1} musí být rozdíl mezi datem od a datem do větší nebo roven {2}
Row {0}: The {3} Account {1} does not belong to the company {2},Řádek {0}: Účet {3} {1} nepatří do společnosti {2}
"Row {0}: The item {1}, quantity must be positive number","Řádek {0}: Položka {1}, množství musí být kladné číslo"
Row {0}: The entire expense amount for account {1} in {2} has already been allocated.,Řádek {0}: Celá částka nákladů pro účet {1} v {2} již byla alokována.
Row {0}: Task {1} does not belong to Project {2},Řádek {0}: Úkol {1} nepatří do projektu {2}
Row {0}: Target Warehouse is mandatory for internal transfers,Řádek {0}: Cílový sklad je povinný pro interní převody
Row {0}: Subcontracted Item is mandatory for the raw material {1},Řádek {0}: Subdodávaná položka je povinná pro surovinu {1}
Row {0}: Shift cannot be changed since the depreciation has already been processed,"Řádek {0}: Posun nelze změnit, protože odpisy již byly zpracovány"
Row {0}: Serial/Batch has been reset to values linked with Work Order {1} because the previously selected serial/batch does not belong to this Work Order.,"Řádek {0}: Sériové číslo/šarže byly resetovány na hodnoty propojené s výrobním příkazem {1}, protože dříve vybrané sériové číslo/šarže nepatří k tomuto výrobnímu příkazu."
Row {0}: Sales Invoice {1} is already created for {2},Řádek {0}: Prodejní faktura {1} již byla vytvořena pro {2}
Row {0}: Quantity not available for {4} in warehouse {1} at posting time of the entry ({2} {3}),Řádek {0}: Množství pro {4} ve skladu {1} není dostupné k době zaúčtování záznamu ({2} {3})
Row {0}: Quantity cannot be negative.,Řádek {0}: Množství nemůže být záporné.
Row {0}: Qty must be greater than 0.,Řádek {0}: Množství musí být větší než 0.
Row {0}: Qty in Stock UOM can not be zero.,Řádek {0}: Množství ve skladové MJ nemůže být nulové.
Row {0}: Qty cannot be greater than {1} for the Item {2}.,Řádek {0}: Množství nemůže být větší než {1} pro položku {2}.
Row {0}: Purchase Invoice {1} has no stock impact.,Řádek {0}: Přijatá faktura {1} nemá žádný vliv na zásoby.
Row {0}: Project must be same as the one set in the Timesheet: {1}.,Řádek {0}: Projekt musí být stejný jako ve výkazu práce: {1}.
Row {0}: Please set the correct code on Mode of Payment {1},Řádek {0}: Nastavte prosím správný kód pro způsob platby {1}
Row {0}: Please set the Mode of Payment in Payment Schedule,Řádek {0}: Nastavte prosím způsob platby v platebním harmonogramu
Row {0}: Please set at Tax Exemption Reason in Sales Taxes and Charges,Řádek {0}: Nastavte prosím důvod daňového osvobození v sekci Daně a poplatky z prodeje
Row {0}: Please select an valid BOM for Item {1}.,Řádek {0}: Vyberte prosím platný kusovník pro položku {1}.
Row {0}: Please select an active BOM for Item {1}.,Řádek {0}: Vyberte prosím aktivní kusovník pro položku {1}.
Row {0}: Please select a BOM for Item {1}.,Řádek {0}: Vyberte prosím kusovník pro položku {1}.
Row {0}: Please provide a valid Delivery Note Item or Packed Item reference.,Řádek {0}: Zadejte prosím platnou referenci položky dodacího listu nebo zabalené položky.
Row {0}: Please check 'Is Advance' against Account {1} if this is an advance entry.,"Řádek {0}: Zaškrtněte prosím 'Je záloha' u účtu {1}, pokud se jedná o zálohový záznam."
Row {0}: Payment against Sales/Purchase Order should always be marked as advance,Řádek {0}: Platba k prodejní/nákupní objednávce musí být vždy označena jako záloha
Row {0}: Payment Term is mandatory,Řádek {0}: Platební podmínka je povinná
Row {0}: Party Type and Party is required for Receivable / Payable account {1},Řádek {0}: Typ protistrany a protistrana jsou povinné pro pohledávkový / závazkový účet {1}
Row {0}: Party / Account does not match with {1} / {2} in {3} {4},Řádek {0}: Protistrana / Účet neodpovídá {1} / {2} v {3} {4}
Row {0}: Packing Slip is already created for Item {1}.,Řádek {0}: Balicí lístek pro položku {1} již byl vytvořen.
Row {0}: Packed Qty must be equal to {1} Qty.,Řádek {0}: Zabalené množství musí být rovno množství {1}.
Row {0}: Operation time should be greater than 0 for operation {1},Řádek {0}: Čas operace musí být větší než 0 pro operaci {1}
Row {0}: Not allowed to enable Allow on Submit for standard fields,Řádek {0}: Povolení úpravy po odeslání pro standardní pole není povoleno
Row {0}: Not allowed to disable Mandatory for standard fields,Řádek {0}: Zakázání povinnosti pro standardní pole není povoleno
Row {0}: Item {1}'s quantity cannot be higher than the available quantity.,Řádek {0}: Množství položky {1} nemůže být vyšší než dostupné množství.
Row {0}: Item {1} must be linked to a {2}.,Řádek {0}: Položka {1} musí být propojena s {2}.
Row {0}: Item {1} must be a subcontracted item.,Řádek {0}: Položka {1} musí být subdodávaná položka.
Row {0}: Item {1} must be a stock item.,Řádek {0}: Položka {1} musí být skladová položka.
Row {0}: Item rate has been updated as per valuation rate since its an internal stock transfer,"Řádek {0}: Sazba položky byla aktualizována dle oceňovací sazby, protože se jedná o interní převod zásob"
Row {0}: Item Tax template updated as per validity and rate applied,Řádek {0}: Šablona daně položky aktualizována dle platnosti a použité sazby
Row {0}: Invalid reference {1},Řádek {0}: Neplatná reference {1}
Row {0}: Hours value must be greater than zero.,Řádek {0}: Hodnota hodin musí být větší než nula.
Row {0}: From time must be less than to time,Řádek {0}: Čas od musí být menší než čas do
Row {0}: From Warehouse is mandatory for internal transfers,Řádek {0}: Zdrojový sklad je povinný pro interní převody
Row {0}: From Time and To Time of {1} is overlapping with {2},Řádek {0}: Čas od a Čas do pro {1} se překrývá s {2}
Row {0}: From Time and To Time is mandatory.,Řádek {0}: Čas od a Čas do jsou povinné.
"Row {0}: For Supplier {1}, Email Address is Required to send an email",Řádek {0}: Pro dodavatele {1} je k odeslání e-mailu vyžadována e-mailová adresa
Row {0}: Expense Head changed to {1} because expense is booked against this account in Purchase Receipt {2},"Řádek {0}: Nákladový účet změněn na {1}, protože náklad je zaúčtován na tento účet v příjemce {2}"
Row {0}: Expense Head changed to {1} because account {2} is not linked to warehouse {3} or it is not the default inventory account,"Řádek {0}: Nákladový účet změněn na {1}, protože účet {2} není propojen se skladem {3} nebo není výchozím skladovým účtem"
Row {0}: Expense Head changed to {1} as no Purchase Receipt is created against Item {2}.,"Řádek {0}: Nákladový účet změněn na {1}, protože k položce {2} není vytvořena žádná příjemka."
Row {0}: Expense Account {1} is linked to company {2}. Please select an account belonging to company {3}.,Řádek {0}: Nákladový účet {1} je propojen se společností {2}. Vyberte prosím účet patřící do společnosti {3}.
Row {0}: Expected Value After Useful Life must be less than Net Purchase Amount,Řádek {0}: Očekávaná hodnota po uplynutí životnosti musí být nižší než čistá nákupní částka
Row {0}: Expected Value After Useful Life cannot be negative,Řádek {0}: Očekávaná hodnota po uplynutí životnosti nemůže být záporná
Row {0}: Exchange Rate is mandatory,Řádek {0}: Směnný kurz je povinný
Row {0}: Either Delivery Note Item or Packed Item reference is mandatory.,Řádek {0}: Reference položky dodacího listu nebo zabalené položky je povinná.
Row {0}: Due Date in the Payment Terms table cannot be before Posting Date,Řádek {0}: Datum splatnosti v tabulce platebních podmínek nemůže být před datem zaúčtování
Row {0}: Delivery Warehouse cannot be same as Customer Warehouse for Item {1}.,Řádek {0}: Sklad doručení nemůže být stejný jako sklad zákazníka pro položku {1}.
Row {0}: Delivery Warehouse ({1}) and Customer Warehouse ({2}) can not be same,Řádek {0}: Sklad doručení ({1}) a sklad zákazníka ({2}) nemohou být stejné
Row {0}: Debit entry can not be linked with a {1},Řádek {0}: Debetní záznam nelze propojit s {1}
Row {0}: Currency of the BOM #{1} should be equal to the selected currency {2},Řádek {0}: Měna kusovníku č. {1} musí být stejná jako vybraná měna {2}
Row {0}: Credit entry can not be linked with a {1},Řádek {0}: Kreditní záznam nelze propojit s {1}
Row {0}: Cost center is required for an item {1},Řádek {0}: Nákladové středisko je povinné pro položku {1}
Row {0}: Cost Center {1} does not belong to Company {2},Řádek {0}: Nákladové středisko {1} nepatří do společnosti {2}
Row {0}: Conversion Factor is mandatory,Řádek {0}: Konverzní faktor je povinný
Row {0}: Consumed Qty {1} {2} must be less than or equal to Available Qty For Consumption\n					{3} {4} in Consumed Items Table.,Řádek {0}: Spotřebované množství {1} {2} musí být menší nebo rovno dostupnému množství ke spotřebě\n					{3} {4} v tabulce spotřebovaných položek.
Row {0}: Cannot sell item {1} from Sample Retention Warehouse {2},Řádek {0}: Nelze prodat položku {1} ze skladu vzorků {2}
Row {0}: Both Debit and Credit values cannot be zero,Řádek {0}: Hodnoty debetu i kreditu nemohou být zároveň nulové
Row {0}: Bill of Materials not found for the Item {1},Řádek {0}: Kusovník nebyl nalezen pro položku {1}
"Row {0}: As {1} is enabled, raw materials cannot be added to {2} entry. Use {3} entry to consume raw materials.","Řádek {0}: Protože je povoleno {1}, nelze přidávat suroviny do záznamu {2}. Ke spotřebě surovin použijte záznam {3}."
Row {0}: Allocated amount {1} must be less than or equal to remaining payment amount {2},Řádek {0}: Alokovaná částka {1} musí být menší nebo rovna zbývající částce platby {2}
Row {0}: Allocated amount {1} must be less than or equal to invoice outstanding amount {2},Řádek {0}: Alokovaná částka {1} musí být menší nebo rovna nevyrovnané částce faktury {2}
Row {0}: Advance against Supplier must be debit,Řádek {0}: Záloha dodavateli musí být debetní zápis
Row {0}: Advance against Customer must be credit,Řádek {0}: Záloha od zákazníka musí být kreditní zápis
Row {0}: Activity Type is mandatory.,Řádek {0}: Typ aktivity je povinný.
Row {0}: Account {1} and Party Type {2} have different account types,Řádek {0}: Účet {1} a typ protistrany {2} mají různé typy účtu
Row {0}: Accepted Qty and Rejected Qty can't be zero at the same time.,Řádek {0}: Přijaté množství a odmítnuté množství nemohou být zároveň nulové.
Row {0}# Item {1} not found in 'Raw Materials Supplied' table in {2} {3},Řádek {0}: Položka {1} nebyla nalezena v tabulce 'Dodané suroviny' v {2} {3}
"Row {0} picked quantity is less than the required quantity, additional {1} {2} required.","Množství vyskladněné v řádku {0} je nižší než požadované, je potřeba dalších {1} {2}."
Row {0} : Operation is required against the raw material item {1},Řádek {0}: Pro položku suroviny {1} je povinná operace
Row {0},Řádek {0}
Row Values Changed,Hodnoty řádku byly změněny
Row Number,Číslo řádku
Row No {0}: Warehouse is required. Please set a Default Warehouse for Item {1} and Company {2},Řádek č. {0}: Sklad je povinný. Nastavte prosím výchozí sklad pro položku {1} a společnost {2}
Row #{}: {} {} doesn't belong to Company {}. Please select valid {}.,Řádek #{}: {} {} nepatří do společnosti {}. Vyberte prosím platný/é {}.
Row #{}: {} {} does not exist.,Řádek #{}: {} {} neexistuje.
Row #{}: item {} has been picked already.,Řádek #{}: Položka {} již byla vyskladněna.
Row #{}: You cannot add positive quantities in a return invoice. Please remove item {} to complete the return.,Řádek #{}: V dobropisu nelze přidávat kladná množství. Odstraňte prosím položku {} pro dokončení vrácení.
Row #{}: The original Invoice {} of return invoice {} is not consolidated.,Řádek #{}: Původní faktura {} k vrácené faktuře {} není konsolidována.
Row #{}: Serial No {} cannot be returned since it was not transacted in original invoice {},"Řádek #{}: Sériové č. {} nelze vrátit, protože nebylo obsaženo v původní faktuře {}"
Row #{}: Please use a different Finance Book.,Řádek #{}: Použijte prosím jinou finanční knihu.
Row #{}: Please assign task to a member.,Řádek #{}: Přiřaďte prosím úkol členu týmu.
Row #{}: Party ID is required,Řádek #{}: ID protistrany je povinné
Row #{}: POS Invoice {} is not submitted yet,Řádek #{}: POS faktura {} ještě nebyla odeslána
Row #{}: POS Invoice {} is not against customer {},Řádek #{}: POS faktura {} není vystavena pro zákazníka {}
Row #{}: POS Invoice {} has been {},Řádek #{}: POS faktura {} byla {}
Row #{}: Finance Book should not be empty since you're using multiple.,"Řádek #{}: Finanční kniha by neměla být prázdná, protože používáte více knih."
Row #{}: Fieldname is required,Řádek #{}: Název pole je povinný
Row #{}: Either Party ID or Party Name is required,Řádek #{}: Je vyžadováno ID protistrany nebo název protistrany
Row #{}: Currency of {} - {} doesn't matches company currency.,Řádek #{}: Měna {} - {} neodpovídá měně společnosti.
Row #{idx}: {schedule_date} cannot be before {transaction_date}.,Řádek #{idx}: {schedule_date} nemůže být před {transaction_date}.
Row #{idx}: {from_warehouse_field} and {to_warehouse_field} cannot be same.,Řádek #{idx}: {from_warehouse_field} a {to_warehouse_field} nemohou být stejné.
Row #{idx}: {field_label} is mandatory.,Řádek #{idx}: {field_label} je povinné.
Row #{idx}: {field_label} can not be negative for item {item_code}.,Řádek #{idx}: {field_label} nemůže být záporné pro položku {item_code}.
Row #{idx}: Received Qty must be equal to Accepted + Rejected Qty for Item {item_code}.,Řádek #{idx}: Přijaté množství musí být rovno Přijatému + Odmítnutému množství pro položku {item_code}.
Row #{idx}: Please enter a location for the asset item {item_code}.,Řádek #{idx}: Zadejte prosím umístění pro položku majetku {item_code}.
Row #{idx}: Item rate has been updated as per valuation rate since its an internal stock transfer.,"Řádek #{idx}: Sazba položky byla aktualizována dle oceňovací sazby, protože se jedná o interní převod zásob."
Row #{idx}: Cannot select Supplier Warehouse while suppling raw materials to subcontractor.,Řádek #{idx}: Nelze vybrat sklad dodavatele při dodávání surovin subdodavateli.
Row #{1}: Warehouse is mandatory for stock Item {0},Řádek #{1}: Sklad je povinný pro skladovou položku {0}
Row #{0}: {1} of {2} should be {3}. Please update the {1} or select a different account.,Řádek #{0}: {1} z {2} by mělo být {3}. Aktualizujte prosím {1} nebo vyberte jiný účet.
Row #{0}: {1} is required to create the Opening {2} Invoices,Řádek #{0}: {1} je povinné pro vytvoření počátečních faktur {2}
Row #{0}: {1} is not a valid reading field. Please refer to the field description.,Řádek #{0}: {1} není platné pole pro odečet. Podívejte se prosím na popis pole.
Row #{0}: {1} can not be negative for item {2},Řádek #{0}: {1} nemůže být záporné pro položku {2}
Row #{0}: You must select an Asset for Item {1}.,Řádek #{0}: Pro položku {1} musíte vybrat majetek.
Row #{0}: Work Order exists against full or partial quantity of Item {1},Řádek #{0}: Pro celé nebo částečné množství položky {1} existuje výrobní příkaz
Row #{0}: Withholding Amount {1} does not match calculated amount {2}.,Řádek #{0}: Srážková částka {1} neodpovídá vypočítané částce {2}.
Row #{0}: Warehouse {1} does not match with the warehouse {2} in Serial and Batch Bundle {3}.,Řádek #{0}: Sklad {1} neodpovídá skladu {2} ve svazku sériových čísel a šarží {3}.
Row #{0}: Total Number of Depreciations must be greater than zero,Řádek #{0}: Celkový počet odpisů musí být větší než nula
